title,description,recipeLink,keywords,ratingCount,ratingValue,recipeCategory,recipeCuisine,keywords_merged,recipeCategory_merged,recipeCuisine_merged,soup,imageLink
Croque monsieur,"If you could only make one dish, it arguably should be this amazingly gooey croque monsieur (that's a toasted ham and cheese sandwich). This easy white sauce will elevate the ham and cheese toastie to new heights.",https://www.bbc.co.uk/food/recipes/croquemonsieur_90049,"quick, breakfast in bed, hot sandwich, leftover cheese, make it easy, quick dinners on toast, sandwich ideas, snow day, stale bread, the quickest dinners ever, what to do with lots of milk, lunch, student food, valentine's day, sandwich, ham, emmental, egg free, nut free, pregnancy friendly",37.0,4.2,Brunch,French,quick breakfastinbed hotsandwich leftovercheese makeiteasy quickdinnersontoast sandwichideas snowday stalebread thequickestdinnersever whattodowithlotsofmilk lunch studentfood valentine'sday sandwich ham emmental eggfree nutfree pregnancyfriendly,brunch,french,brunch french quick breakfastinbed hotsandwich leftovercheese makeiteasy quickdinnersontoast sandwichideas snowday stalebread thequickestdinnersever whattodowithlotsofmilk lunch studentfood valentine'sday sandwich ham emmental eggfree nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/croquemonsieur_90049_16x9.jpg
Slow-cooked tomato and fennel stew with pearl barley,"Pearl barley is seriously underrated. It makes a wonderful base for a stew and pairs well with the fennel and cannellini beans. This dish makes a lovely and light dinner.

Each serving provides 496 kcal, 16g protein, 58g carbohydrates (of which 9g sugars), 18.5g fat (of which 2.5g saturates), 16g fibre and 2.5g salt. ",https://www.bbc.co.uk/food/recipes/slow-cooked_tomato_and_34628,"a very veggie easter, vegan carbohydrates, healthy vegetarian, healthy winter food, low-calorie, summer dinner, veganuary, stew, pearl barley, cannellini beans, fennel, dairy free, egg free, healthy, pregnancy friendly, vegan, vegetarian",11.0,4.5,Main course,,averyveggieeaster vegancarbohydrates healthyvegetarian healthywinterfood low-calorie summerdinner veganuary stew pearlbarley cannellinibeans fennel dairyfree eggfree healthy pregnancyfriendly vegan vegetarian,maincourse,nan,maincourse nan averyveggieeaster vegancarbohydrates healthyvegetarian healthywinterfood low-calorie summerdinner veganuary stew pearlbarley cannellinibeans fennel dairyfree eggfree healthy pregnancyfriendly vegan vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/slow-cooked_tomato_and_34628_16x9.jpg
Tortilla wraps,"Flour + salt + oil = a delicious tortilla wrap. Quick and easy too. You can even use this as the base of a tortilla pizza topped with any bits and pieces of toppings you have leftover in the fridge.

This <a href=""https://www.bbc.co.uk/food/recipes/tomato_sauce_for_pizza_19260""> no-cook pizza sauce</a> recipe is great for kids to put on the wrap if turning into a mini pizza. 


",https://www.bbc.co.uk/food/recipes/tortilla_wraps_70015,"easy bread, easy recipes for students, healthier fast food, how to make bread, processed food swaps that won�t cost the earth, store cupboard, easy family dinners, student food, wraps, plain flour, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian",30.0,4.3,Cakes and baking,,easybread easyrecipesforstudents healthierfastfood howtomakebread processedfoodswapsthatwon�tcosttheearth storecupboard easyfamilydinners studentfood wraps plainflour dairyfree eggfree nutfree pregnancyfriendly vegan vegetarian,cakesandbaking,nan,cakesandbaking nan easybread easyrecipesforstudents healthierfastfood howtomakebread processedfoodswapsthatwon�tcosttheearth storecupboard easyfamilydinners studentfood wraps plainflour dairyfree eggfree nutfree pregnancyfriendly vegan vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/tortilla_wraps_70015_16x9.jpg
Slow cooker chicken stew,"This creamy slow cooker chicken stew is cheap, filling and healthy too. Serve with couscous or mash.

Each serving provides 316kcal, 21g protein, 20g carbohydrate (of which 4.5g sugars), 14g fat (of which 4g saturates), 2.5g fibre and	0.6g salt.",https://www.bbc.co.uk/food/recipes/slow_cooker_chicken_and_36746,"easy chicken stew, halloween feasts, healthy slow cooker, slow cooker, snow day, student slow-cooker meals , summer slow cooker, ways with chicken thighs, autumn, halloween, winter, chicken stew, chicken thigh, butternut squash, egg free, healthy, nut free",18.0,4.5,Main course,,easychickenstew halloweenfeasts healthyslowcooker slowcooker snowday studentslow-cookermeals summerslowcooker wayswithchickenthighs autumn halloween winter chickenstew chickenthigh butternutsquash eggfree healthy nutfree,maincourse,nan,maincourse nan easychickenstew halloweenfeasts healthyslowcooker slowcooker snowday studentslow-cookermeals summerslowcooker wayswithchickenthighs autumn halloween winter chickenstew chickenthigh butternutsquash eggfree healthy nutfree,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/slow_cooker_chicken_and_36746_16x9.jpg
One-pan all-day breakfast,"A hearty one-pan breakfast to wake you up and get your metabolism going. 

Each serving provides 455 kcal, 22.5g protein, 22g carbohydrates (of which 10.5g sugars), 23g fat (of which 7.5g saturates), 7.5g fibre and 2.3g salt. 

With a GI of 45 this meal is <a href=""https://www.bbc.co.uk/food/diets/high_protein_low_GI_diet"">high protein, low GI</a>.",https://www.bbc.co.uk/food/recipes/one_pan_breakfast_bowl_47359,"all day brunch, cheap sausage, healthy filling breakfasts, perfectly portioned dinners, brunch club , camping, easy father�s day, easy pork, easy sausage suppers , food to eat after exercise, healthy breakfasts, healthy dinner, high-protein low-gi meat, low-calorie, one pan breakfasts, quick sausage, sausages for breakfast, the best sausage, easy family dinners, healthy diet plans, cooked breakfast, sausage, baked beans, egg, healthy, nut free, pregnancy friendly",12.0,4.3,Brunch,British,alldaybrunch cheapsausage healthyfillingbreakfasts perfectlyportioneddinners brunchclub camping easyfather�sday easypork easysausagesuppers foodtoeatafterexercise healthybreakfasts healthydinner high-proteinlow-gimeat low-calorie onepanbreakfasts quicksausage sausagesforbreakfast thebestsausage easyfamilydinners healthydietplans cookedbreakfast sausage bakedbeans egg healthy nutfree pregnancyfriendly,brunch,british,brunch british alldaybrunch cheapsausage healthyfillingbreakfasts perfectlyportioneddinners brunchclub camping easyfather�sday easypork easysausagesuppers foodtoeatafterexercise healthybreakfasts healthydinner high-proteinlow-gimeat low-calorie onepanbreakfasts quicksausage sausagesforbreakfast thebestsausage easyfamilydinners healthydietplans cookedbreakfast sausage bakedbeans egg healthy nutfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/one_pan_breakfast_bowl_47359_16x9.jpg
Croque madame,"Welsh rarebit is relocated to Cornwall via the choice of cheese and then given the French treatment. There�s also a very British secret ingredient that makes all the difference!

This recipe makes a lot of yeast extract butter. It can be kept until the use by date on the packet of butter. You can also reduce the amount  to make less, if you don't want to reserve it for later.
",https://www.bbc.co.uk/food/recipes/croque_madame_76205,"quick, cheddar, nut free, pregnancy friendly, Saturday Kitchen",11.0,3.7,Light meals & snacks,French,quick cheddar nutfree pregnancyfriendly saturdaykitchen,lightmeals&snacks,french,lightmeals&snacks french quick cheddar nutfree pregnancyfriendly saturdaykitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/croque_madame_76205_16x9.jpg
Oyster sauce chicken with Chinese leaf,"A quick and easy Chinese stir-fry that is full of flavour and perfect as a midweek meal. 
",https://www.bbc.co.uk/food/recipes/oyster_sauce_chicken_65089,"quick, chinese new year, chicken thigh, dairy free, egg free, pregnancy friendly, Saturday Kitchen",17.0,4.8,Main course,Chinese,quick chinesenewyear chickenthigh dairyfree eggfree pregnancyfriendly saturdaykitchen,maincourse,chinese,maincourse chinese quick chinesenewyear chickenthigh dairyfree eggfree pregnancyfriendly saturdaykitchen,
Easy cottage pie,"James Martin's easy cottage pie recipe is a family favourite. He goes back to basics to show you how to make a classic version, but easier.",https://www.bbc.co.uk/food/recipes/classiccottagepie_90765,"12 family favourites, easy british, easy classics, food for giving, potato favourites, autumn, filling pies, using up mashed potato, winter warmers, easy family dinners, student food, st george's day, winter, cottage pie, beef mince, King Edward, egg free, nut free, winter, spring, autumn, Saturday Kitchen",52.0,4.5,Main course,British,12familyfavourites easybritish easyclassics foodforgiving potatofavourites autumn fillingpies usingupmashedpotato winterwarmers easyfamilydinners studentfood stgeorge'sday winter cottagepie beefmince kingedward eggfree nutfree winter spring autumn saturdaykitchen,maincourse,british,maincourse british 12familyfavourites easybritish easyclassics foodforgiving potatofavourites autumn fillingpies usingupmashedpotato winterwarmers easyfamilydinners studentfood stgeorge'sday winter cottagepie beefmince kingedward eggfree nutfree winter spring autumn saturdaykitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/classiccottagepie_90765_16x9.jpg
Cheat�s chicken katsu curry,"This Eat Well for Less easy chicken katsu curry is the ultimate comfort food on a budget. This recipe uses oats for the crispy crumb if you don't have breadcrumbs.

Each serving provides 787 kcal, 58g protein, 91g carbohydrates (of which 6g sugars), 19g fat (of which 4g saturates), 8g fibre and 0.95g salt.",https://www.bbc.co.uk/food/recipes/cheats_chicken_katsu_54230,"quick, 30 minute dinners, budget curry, cereal stars , cheap and cheerful family favourites, creamy curries , shortcut dinners, time saving recipe hacks, turmeric in everything, easy family dinners, spring recipes , summer dinner, chicken curry, chicken breast, dairy free, pregnancy friendly, Eat Well for Less?",83.0,4.3,Main course,,quick 30minutedinners budgetcurry cerealstars cheapandcheerfulfamilyfavourites creamycurries shortcutdinners timesavingrecipehacks turmericineverything easyfamilydinners springrecipes summerdinner chickencurry chickenbreast dairyfree pregnancyfriendly eatwellforless?,maincourse,nan,maincourse nan quick 30minutedinners budgetcurry cerealstars cheapandcheerfulfamilyfavourites creamycurries shortcutdinners timesavingrecipehacks turmericineverything easyfamilydinners springrecipes summerdinner chickencurry chickenbreast dairyfree pregnancyfriendly eatwellforless?,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/cheats_chicken_katsu_54230_16x9.jpg
Parmesan shortbreads,"I go into auto-Parmesan-shortbread mode whenever I have friends coming for supper, as not only is it perfect with drinks, but it can be made in advance. Indeed you can make the dough, wrap it and then leave it in the fridge for up to three days before slicing an baking, although you will need to let these cheese-scented cylinders sit out on a kitchen surface just long enough to get the fridge-chill off them before slicing.",https://www.bbc.co.uk/food/recipes/parmesan_shortbreads_86971,"quick, christmas gifts, new year's sharing, nigella's christmas, nigella's nye party food, christmas party food, afternoon tea , vegetarian christmas canap�s, christmas, dinner party, party food, shortbread, parmesan, nut free, pregnancy friendly, vegetarian, Nigellissima",20.0,4.9,Starters & nibbles,Italian,quick christmasgifts newyear'ssharing nigella'schristmas nigella'snyepartyfood christmaspartyfood afternoontea vegetarianchristmascanap�s christmas dinnerparty partyfood shortbread parmesan nutfree pregnancyfriendly vegetarian nigellissima,starters&nibbles,italian,starters&nibbles italian quick christmasgifts newyear'ssharing nigella'schristmas nigella'snyepartyfood christmaspartyfood afternoontea vegetarianchristmascanap�s christmas dinnerparty partyfood shortbread parmesan nutfree pregnancyfriendly vegetarian nigellissima,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/parmesan_shortbreads_86971_16x9.jpg
Sicilian-style salmon with garlic mushrooms,Bring the flavours of Siciliy to your plate with this simple fish supper. ,https://www.bbc.co.uk/food/recipes/sicilianstylesalmonw_87777,"quick, simple salmon suppers, affordable 30-minute meals for one, healthy fats, healthy fish, healthy salmon, meals for one, quick and easy oily fish, salmon, mushroom, broccoli, dairy free, egg free, gluten free, nut free",16.0,4.6,Main course,,quick simplesalmonsuppers affordable30-minutemealsforone healthyfats healthyfish healthysalmon mealsforone quickandeasyoilyfish salmon mushroom broccoli dairyfree eggfree glutenfree nutfree,maincourse,nan,maincourse nan quick simplesalmonsuppers affordable30-minutemealsforone healthyfats healthyfish healthysalmon mealsforone quickandeasyoilyfish salmon mushroom broccoli dairyfree eggfree glutenfree nutfree,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/sicilianstylesalmonw_87777_16x9.jpg
Easy falafel,"You can make these easy falafels in minutes for a delicious quick dinner. Top with chilli sauce, yoghurt, pickles or hummus to customise. It's a simplified falafel recipe for those on a budget with limited kit � it's so much cheaper than buying ready-made. See also our <a href=""https://www.bbc.co.uk/food/recipes/chickpeas_with_harissa_99809"">easy chickpea stew recipe</a> and <a href=""https://www.bbc.co.uk/food/recipes/easy_hummus_96922"">easy hummus recipe</a> for more ways to shuzsh up that tin!
",https://www.bbc.co.uk/food/recipes/homemade_falafels_with_30527,"quick, easy chickpea, 500-calorie lunches, budget dinners, easy mezze platter, easy recipes for students, eat a large lunch, eat the rainbow, family picnic, flavours of the middle east, processed food swaps that won�t cost the earth, protein-packed vegetarian dinners, sandwich ideas, seriously fast food, street food, sunshine food, veggie family favourites, veggie lunchbox ideas , lunch, student food, falafel, chickpea, nut free, pregnancy friendly, vegetarian",15.0,4.6,Main course,Turkish and Middle Eastern,quick easychickpea 500-calorielunches budgetdinners easymezzeplatter easyrecipesforstudents eatalargelunch eattherainbow familypicnic flavoursofthemiddleeast processedfoodswapsthatwon�tcosttheearth protein-packedvegetariandinners sandwichideas seriouslyfastfood streetfood sunshinefood veggiefamilyfavourites veggielunchboxideas lunch studentfood falafel chickpea nutfree pregnancyfriendly vegetarian,maincourse,turkishandmiddleeastern,maincourse turkishandmiddleeastern quick easychickpea 500-calorielunches budgetdinners easymezzeplatter easyrecipesforstudents eatalargelunch eattherainbow familypicnic flavoursofthemiddleeast processedfoodswapsthatwon�tcosttheearth protein-packedvegetariandinners sandwichideas seriouslyfastfood streetfood sunshinefood veggiefamilyfavourites veggielunchboxideas lunch studentfood falafel chickpea nutfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/homemade_falafels_with_30527_16x9.jpg
