id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
1811,"Hearty wholewheat pasta with Brussels sprouts, cheese and potato","Don�t be modishly alarmed by the double-carb combo: it can be an alcohol-sopping salve, much appreciated at this time of year. Besides, it is important to remember that the original predates central heating.",https://www.bbc.co.uk/food/recipes/hearty_wholewheat_pasta_66804,"vegetarian pasta bakes , easy pasta bakes, filling pasta , fish-free omega 3, nigella's christmas favourites, nigella's christmas, nigella's vegetarian favourites, veg-packed comfort food, simple festive suppers, sleep-friendly, veggie traybakes, ways to use up potatoes, winter vegetarian meals, christmas, new year and hogmanay, winter, pasta bake, Brussels sprouts, potato, penne, egg free, nut free, pregnancy friendly, vegetarian, winter, spring, summer, autumn, Nigellissima",Recipe,4,45,Person,Nigella Lawson,0.00:30:00,0.01:00:00,Main course,Italian,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
1812,Raymond Blanc�s light shellfish chowder,"This easy chowder is a satisfying, creamy broth that�s perfect for a quick, no-fuss winter supper.
",https://www.bbc.co.uk/food/recipes/raymond_blancs_light_58868,"quick, chowder, clams, mussels, egg free, gluten free, nut free, winter, spring, autumn, Saturday Kitchen Best Bites",Recipe,,,Person,Raymond Blanc,0.00:30:00,0.00:30:00,Light meals & snacks,American,Serves 2-4,,['http://schema.org/GlutenFreeDiet'],FALSO
1813,Vegan nut roast,"Nut roast is a favourite for a reason. Try this vegan nut roast, which is great served hot for Christmas dinner, or cold for your festive buffet table.

For this recipe you will need a 900g/2lb loaf tin.
</br>
</br>
</br>Each serving provides 525 kcal, 18g protein, 32g carbohydrate (of which 18g sugars), 35g fat (of which 6g saturates), 6g fibre and 0.9g salt.
",https://www.bbc.co.uk/food/recipes/vegan_nut_loaf_99997,"alternative christmas dinner, friendmas, vegan christmas dinner, vegan roast dinner, vegetarian christmas, vegan easter ideas, autumn, boxing day, christmas, roast dinner, thanksgiving, veganuary, winter, Nut roast, mixed nuts, chestnut, dairy free, egg free, pregnancy friendly, vegan, vegetarian, winter, spring, autumn",Recipe,41,4.41463E+15,Person,Justine Pattison,0.00:30:00,0.01:00:00,Main course,British,Serves 6,"{'calories': '525kcal', 'carbohydrateContent': '32g', 'fatContent': '35g', 'fiberContent': '6g', 'proteinContent': '18g', 'saturatedFatContent': '6g', 'sugarContent': '18g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
1814,"Slow-baked shoulder of lamb in hay with apple, bubble and squeak and mint jelly","A slow-roast winter warming weekend dish. Try to find hogget, as it carries more flavor than lamb. You will need two handfuls of clean hay, soaked in cold water and squeezed dry.",https://www.bbc.co.uk/food/recipes/slow-baked_shoulder_of_15970,"egg free, pregnancy friendly, winter, spring, autumn, Saturday Kitchen Best Bites",Recipe,,,Person,Galton Blackiston,0.01:00:00,0.02:00:00,Main course,British,Serves 6-8,,[],FALSO
1815,White chocolate and ginger cheesecake,"This wintry ginger and chocolate cheesecake is perfect for jazzing up the dessert selection at Christmas.

If you want to make life a little easier for yourself  you can simply  grate chocolate on top of the cheesecake instead of making the decorations. ",https://www.bbc.co.uk/food/recipes/marys_white_chocolate_55940,"alternative christmas desserts, mary berry's christmas, christmas desserts, festive puds, have a mary berry christmas, luxury christmas desserts, new year's desserts, christmas, new year and hogmanay, cheesecake, white chocolate, cream cheese, stem ginger, vegetarian, winter, spring, summer, autumn, The Great British Bake Off",Recipe,8,5,Person,Mary Berry,0.00:30:00,0.01:00:00,Cakes and baking,British,Serves 8,,['http://schema.org/VegetarianDiet'],FALSO
1816,Beef casserole,"This comforting beef casserole is a perfect winter warmer and, although it seems rich, it is actually suitable for a low-calorie diet of 1200�1500 calories a day. 

Each serving provides 429 kcal, 43g protein, 18g carbohydrates (of which 11g sugars), 16g fat (of which 5g saturates), 6g fibre and 1g salt. ",https://www.bbc.co.uk/food/recipes/rich_beef_and_mushroom_62012,"500-calorie dinners, healthy beef, healthy family meals, healthy winter food, healthy winter food, low-calorie, autumn, winter stews, winter stews, autumn, healthy diet plans, winter, casserole, braising steak, herbs, red wine, beef stock, carrot, mushroom, kale, egg free, winter, spring, autumn",Recipe,15,4.66667E+15,Person,Justine Pattison,0.00:30:00,0.02:00:00,Main course,,Serves 4,"{'calories': '1200�1500kcal', 'carbohydrateContent': '18g', 'fatContent': '16g', 'fiberContent': '6g', 'proteinContent': '43g', 'saturatedFatContent': '5g', 'sugarContent': '11g'}",[],FALSO
1817,Gypsy eggs ,"Baked eggs in a rich tomato and chorizo sauce makes a brilliant brunch dish. Top with crispy Parma ham and Parmesan for ultimate indulgence. 
",https://www.bbc.co.uk/food/recipes/cornish_gypsy_eggs_45609,"quick, all day brunch, beans for breakfast, dirty brunches, brunch club , easy egg suppers, eggs for breakfast, brilliant brunch, quick protein fixes, christmas, father's day, mother's day, new year and hogmanay, valentine's day, cooked breakfast, chorizo, egg, gluten free, nut free, Saturday Kitchen Best Bites",Recipe,10,45,Person,Paul Ainsworth,0.00:30:00,0.00:30:00,Brunch,,Serves 4,,['http://schema.org/GlutenFreeDiet'],FALSO
1818,Scallops with pickled shallots and oyster dressing,This dish is perfect for when you want to serve something special but don't want to spend ages in the kitchen. ,https://www.bbc.co.uk/food/recipes/scallops_with_pickled_84548,"seafood, scallop, dairy free, egg free, gluten free, nut free, Saturday Kitchen Best Bites",Recipe,,,Person,Anna Haugh,0.00:30:00,0.02:00:00,Main course,,Serves 4,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet']",FALSO
1819,Griddled pork chop with chorizo and wild garlic,This sweet and sour griddled pork chop is almost upstaged by the smoky potato salad with crisp fried chorizo and a savoury herb dressing.,https://www.bbc.co.uk/food/recipes/griddledporkchopwith_86414,"quick, pork chop, dairy free, nut free, spring, Saturday Kitchen Best Bites",Recipe,,,Person,Jun Tanaka,0.00:30:00,0.00:30:00,Main course,,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
1820,Beef stir-fry,Ken Hom shows you how to make beef stir fry with rich black bean sauce and noodles - who can even think of phoning the takeaway?,https://www.bbc.co.uk/food/recipes/stirfriedbeefwithoni_83781,"quick, good mood food, leftover roast meat, chinese new year, stir-fry, fillet of beef, egg free, spring, summer, autumn, Saturday Kitchen Best Bites",Recipe,7,3.85714E+15,Person,Ken Hom,0.00:30:00,0.00:30:00,Main course,Chinese,Serves 4,,[],FALSO
1821,Nigel Slater's apple crumble,Nigel Slater�s apple crumble balances tart Bramleys with an oat crumble topping that�s made extra crunchy by demerara sugar.,https://www.bbc.co.uk/food/recipes/applecrumble_89166,"make the most of apples, autumnal baking, back to basics, roast dinner desserts, roast pork belly menu, simple pleasures, snow day, vegetarian st george's day menu, autumn, bonfire night, christmas, winter, apple crumble, Bramley apple, egg free, nut free, pregnancy friendly, vegetarian, winter, spring, summer, autumn, A Taste of My Life",Recipe,53,4.5283E+15,Person,Nigel Slater,0.00:30:00,0.01:00:00,Desserts,British,Serves 4,,['http://schema.org/VegetarianDiet'],FALSO
1822,James Martin's roast chicken with spring vegetable fricass�e ,"Try this classic roast chicken recipe with a fricass�e of spring vegetables for a fresh, no-fuss Sunday lunch.
",https://www.bbc.co.uk/food/recipes/roast_chicken_02598,"roast dinner, roast chicken, chicken, egg free, gluten free, nut free, pregnancy friendly, spring, James Martin: Home Comforts",Recipe,,,Person,James Martin,0.00:30:00,0.02:00:00,Main course,French,Serves 4-6,,['http://schema.org/GlutenFreeDiet'],FALSO
1823,Jersey Royal and Double Gloucester tortilla,Serve this tortilla on a cake stand and decorated with chive flowers for a stunning spring lunch. ,https://www.bbc.co.uk/food/recipes/jersey_royal_and_double_50135,"quick, frittata, egg, Jersey Royal potatoes, gluten free, nut free, vegetarian, spring, summer, Spring Kitchen with Tom Kerridge",Recipe,,,Person,Tom Kerridge,0.00:30:00,0.00:30:00,Light meals & snacks,,Serves 2-4,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
1824,Griddled pork chop with chorizo and wild garlic,This sweet and sour griddled pork chop is almost upstaged by the smoky potato salad with crisp fried chorizo and a savoury herb dressing.,https://www.bbc.co.uk/food/recipes/griddledporkchopwith_86414,"quick, pork chop, dairy free, nut free, spring, Saturday Kitchen Best Bites",Recipe,,,Person,Jun Tanaka,0.00:30:00,0.00:30:00,Main course,,Serves 4,,['http://schema.org/LowLactoseDiet'],FALSO
1825,Slow cooker chilli con carne ,"Chocolate added at the end gives a richness to this easy slow cooker chilli. You can store any leftovers in the freezer for 2 months. 

Try it with soured cream, fluffy rice and a scoop of guacamole.",https://www.bbc.co.uk/food/recipes/slow_cooker_chilli_con_13029,"make-ahead dinners, prep-ahead meals, slow-cooked spicy food, slow cooker, autumn, bonfire night, winter, chilli con carne, brisket, egg free, nut free, winter, spring, autumn",Recipe,18,4.77778E+15,Person,Jane Hornby,0.00:30:00,0.02:00:00,Main course,American,Serves 6,,[],FALSO
1826,Lamb stew,"Lamb stew made with neck fillet is economical and extremely tasty, the rosemary dumplings add the perfect finish.",https://www.bbc.co.uk/food/recipes/lambstewwithrosemary_90363,"st david's day menu, winter stews, winter warmers, wonderful welsh, easter, st david's day, winter, stew, lamb neck, suet, egg free, nut free, spring, summer, autumn, Saturday Kitchen Best Bites",Recipe,7,3.85714E+15,Person,Bryn Williams,0.00:30:00,0.02:00:00,Main course,British,Serves 4,,[],FALSO
1827,Stuffed lamb cutlets,"Lamb cutlets stuffed with cheese, sage and Parma ham. Need we say more?",https://www.bbc.co.uk/food/recipes/stuffedlambcutlets_83696,"quick, nut free, spring, summer, autumn, Saturday Kitchen Best Bites",Recipe,,,Person,Antonio Carluccio,0.00:30:00,0.00:30:00,Main course,Italian,Serves 4,,[],FALSO
1828,Fideu� ,"This gorgeous Valencian dish is a one-pot wonder similar to paella that's a hit all over Spain and further afield. 
",https://www.bbc.co.uk/food/recipes/marias_fideu_61565,"party food, paella, squid, dairy free, winter, spring, autumn, Nigel Slater: Eating Together",Recipe,4,5,Person,Maria Grimwood,0.00:30:00,0.01:00:00,Main course,Spanish,Serves 6,,['http://schema.org/LowLactoseDiet'],FALSO
1829,Lancashire hotpot ,"This delicious Lancashire hotpot is so simple to make and so satisfying to eat - it will brighten up many a weekend.
",https://www.bbc.co.uk/food/recipes/nigel_slaters_lancashire_48954,"easy british, easy classics, english regional classics , lovely lamb, retro british, winter warmers, autumn, st george's day, winter, hotpot, lamb chop, floury potato, egg free, nut free, pregnancy friendly, winter, spring, autumn, Nigel Slater: Eating Together",Recipe,10,42,Person,Nigel Slater,0.00:30:00,0.02:00:00,Main course,British,Serves 3,,[],FALSO
1830,"Chicken escalope with rocket, sage and lemon","Hot and crunchy chicken escalopes feel fancy, but they're really easy. This simple recipe has a power-packed salad with parmesan and rocket.",https://www.bbc.co.uk/food/recipes/escalopeofchickenwit_92046,"quick, dinner party, father's day, spring recipes , chicken breast, nut free, pregnancy friendly, spring, summer, autumn, Economy Gastronomy",Recipe,3,4.66667E+15,Person,Paul Merrett,0.00:30:00,0.00:30:00,Main course,French,Serves 4,,[],FALSO
1831,Easy rhubarb cake ,"This rhubarb cake uses an all-in-one method so is easy and quick to make. Wonderful served warm as a pudding with cream, custard or cr�me fra�che, or equally delicious enjoyed with a cup of tea or coffee.
",https://www.bbc.co.uk/food/recipes/easy_rhubarb_cake_39568,"8 ways with rhubarb, all in one cakes, fruity desserts, afternoon tea , weekday cakes, dinner party, mother's day, spring recipes , cake, rhubarb, pregnancy friendly, vegetarian, spring, summer",Recipe,22,4.54545E+15,Person,Justine Pattison,0.00:30:00,0.02:00:00,Cakes and baking,British,Serves 10�12,,['http://schema.org/VegetarianDiet'],FALSO
1832,Purple sprouting broccoli on toast,"Give beans a miss and make a quick and filling dinner on toast with purple sprouting broccoli, fried in garlic, chilli and a crispy fried egg. Tenderstem broccoli will also work well. ",https://www.bbc.co.uk/food/recipes/purplesproutingbrocc_83642,"quick, good things on toast , up your veg game, lunch, student food, purple sprouting broccoli, egg, dairy free, nut free, pregnancy friendly, winter, spring, Saturday Kitchen",Recipe,2,5,Organization,BBC Food,0.00:30:00,0.00:10:00,Light meals & snacks,,Serves 2,,['http://schema.org/LowLactoseDiet'],FALSO
1833,Rhubarb crumble,"James Martin�s classic rhubarb crumble recipe will take you to comfort food heaven in six short steps and under an hour.

Each serving provides 630 kcal, 6g protein, 97g carbohydrates (of which 59g sugars), 23g fat (of which 14.5g saturates), 4g fibre and 0.5g salt.",https://www.bbc.co.uk/food/recipes/rhubarbcrumble_11396,"easy british, easter, roast dinner, st george's day, winter, rhubarb crumble, rhubarb, egg free, nut free, pregnancy friendly, vegetarian, spring, Housecall",Recipe,33,4.84848E+15,Person,James Martin,0.00:30:00,0.01:00:00,Desserts,British,Serves 4,"{'calories': '630kcal', 'carbohydrateContent': '97g', 'fatContent': '23g', 'fiberContent': '4g', 'proteinContent': '6g', 'saturatedFatContent': '14.5g', 'sugarContent': '59g'}",['http://schema.org/VegetarianDiet'],FALSO
1834,Lamb curry,"James Martin's easy lamb curry is an aromatic mix of fresh ginger, spices and coconut milk. Use cheaper neck fillets and slow cook them to perfection.",https://www.bbc.co.uk/food/recipes/lambcurrywithbasmati_84339,"quick lamb, autumn, eid al-fitr, father's day, winter, lamb curry, lamb neck, egg free, gluten free, pregnancy friendly, spring, summer, autumn, Saturday Kitchen",Recipe,23,4.56522E+15,Person,James Martin,0.00:30:00,0.02:00:00,Main course,Indian,Serves 4,,['http://schema.org/GlutenFreeDiet'],FALSO
1835,Spring chicken salad,"Bursting with freshness and flavour, the combination of grilled chicken with zesty herbs and peas makes a perfect spring chicken salad.

Each serving provides 425kcal, 40g protein, 6.5g carbohydrate (of which 3.5g sugars), 25g fat (of which 5g saturates), 7g fibre and 1g salt.",https://www.bbc.co.uk/food/recipes/spring_pea_salad_with_84930,"quick, filling salads, gluten-free meals, healthy chicken, simple salads, spring chicken recipes , healthy summer, spring recipes , summer dinner, chicken salad, chicken thigh, peas, egg free, gluten free, healthy, pregnancy friendly, spring, summer",Recipe,7,5,Person,Philippa Davis,0.00:30:00,0.00:30:00,Main course,,Serves 2,"{'calories': '425kcal', 'carbohydrateContent': '6.5g', 'fatContent': '25g', 'fiberContent': '7g', 'proteinContent': '40g', 'saturatedFatContent': '5g', 'sugarContent': '3.5g'}","['http://schema.org/GlutenFreeDiet', 'http://schema.org/LowCalorieDiet']",FALSO
